Id,Measure,ValueAttribute,Value,StringValue,RegioS
330136,1014850_2,None,22.0,,BU02460109
330202,M000297,None,6713.0,,GM0252
330208,1014800_1,None,71.0,,GM0252
330209,1014850_2,None,28.0,,GM0252
330305,M000297,None,5362.0,,WK025200
330311,1014800_1,None,69.0,,WK025200
330312,1014850_2,None,30.0,,WK025200
330409,M000297,None,400.0,,BU02520000
330415,1014800_1,None,67.0,,BU02520000
330416,1014850_2,None,33.0,,BU02520000
330512,M000297,None,1430.0,,BU02520001
330518,1014800_1,None,59.0,,BU02520001
330519,1014850_2,None,41.0,,BU02520001
330617,M000297,None,2731.0,,BU02520002
330623,1014800_1,None,69.0,,BU02520002
330624,1014850_2,None,30.0,,BU02520002
330723,M000297,None,37.0,,BU02520003
330728,1014800_1,None,95.0,,BU02520003
330729,1014850_2,None,3.0,,BU02520003
330794,M000297,None,72.0,,BU02520004
330800,1014800_1,None,86.0,,BU02520004
330801,1014850_2,None,14.0,,BU02520004
330883,M000297,None,56.0,,BU02520005
330889,1014800_1,None,84.0,,BU02520005
330890,1014850_2,None,14.0,,BU02520005
330977,M000297,None,499.0,,BU02520006
330983,1014800_1,None,93.0,,BU02520006
330984,1014850_2,None,7.0,,BU02520006
331060,M000297,None,5.0,,BU02520007
331109,M000297,None,111.0,,BU02520008
331115,1014800_1,None,68.0,,BU02520008
331116,1014850_2,None,32.0,,BU02520008
331204,M000297,None,21.0,,BU02520009
331209,1014800_1,None,71.0,,BU02520009
331210,1014850_2,None,29.0,,BU02520009
331276,M000297,None,1351.0,,WK025201
331282,1014800_1,None,77.0,,WK025201
331283,1014850_2,None,21.0,,WK025201
331378,M000297,None,763.0,,BU02520100
331384,1014800_1,None,72.0,,BU02520100
331385,1014850_2,None,25.0,,BU02520100
331481,M000297,None,251.0,,BU02520101
331487,1014800_1,None,77.0,,BU02520101
331488,1014850_2,None,22.0,,BU02520101
331579,M000297,None,20.0,,BU02520103
331584,1014800_1,None,95.0,,BU02520103
331585,1014850_2,None,5.0,,BU02520103
331644,M000297,None,145.0,,BU02520104
331650,1014800_1,None,88.0,,BU02520104
331651,1014850_2,None,12.0,,BU02520104
331739,M000297,None,58.0,,BU02520105
331745,1014800_1,None,83.0,,BU02520105
331746,1014850_2,None,16.0,,BU02520105
331812,M000297,None,7.0,,BU02520106
331860,M000297,None,67.0,,BU02520107
331866,1014800_1,None,87.0,,BU02520107
331867,1014850_2,None,12.0,,BU02520107
331949,M000297,None,20.0,,BU02520108
331954,1014800_1,None,95.0,,BU02520108
331955,1014850_2,None,5.0,,BU02520108
332016,M000297,None,20.0,,BU02520109
332021,1014800_1,None,85.0,,BU02520109
332022,1014850_2,None,15.0,,BU02520109
332088,M000297,None,14271.0,,GM0262
332094,1014800_1,None,67.0,,GM0262
332095,1014850_2,None,32.0,,GM0262
332191,M000297,None,5602.0,,WK026200
332197,1014800_1,None,60.0,,WK026200
332198,1014850_2,None,40.0,,WK026200
332295,M000297,None,502.0,,BU02620000
332301,1014800_1,None,32.0,,BU02620000
332302,1014850_2,None,66.0,,BU02620000
332398,M000297,None,1748.0,,BU02620001
332404,1014800_1,None,45.0,,BU02620001
332405,1014850_2,None,55.0,,BU02620001
332504,M000297,None,392.0,,BU02620002
332510,1014800_1,None,79.0,,BU02620002
332511,1014850_2,None,21.0,,BU02620002
332607,M000297,None,1188.0,,BU02620003
332613,1014800_1,None,72.0,,BU02620003
332614,1014850_2,None,28.0,,BU02620003
332711,M000297,None,824.0,,BU02620004
332717,1014800_1,None,80.0,,BU02620004
332718,1014850_2,None,20.0,,BU02620004
332813,M000297,None,439.0,,BU02620005
332819,1014800_1,None,33.0,,BU02620005
332820,1014850_2,None,66.0,,BU02620005
332917,M000297,None,509.0,,BU02620006
332923,1014800_1,None,88.0,,BU02620006
332924,1014850_2,None,12.0,,BU02620006
333019,M000297,None,456.0,,WK026201
333025,1014800_1,None,74.0,,WK026201
333026,1014850_2,None,24.0,,WK026201
333108,M000297,None,31.0,,BU02620100
333113,1014800_1,None,74.0,,BU02620100
333114,1014850_2,None,26.0,,BU02620100
333174,M000297,None,76.0,,BU02620106
333180,1014800_1,None,79.0,,BU02620106
333181,1014850_2,None,21.0,,BU02620106
333264,M000297,None,115.0,,BU02620107
333270,1014800_1,None,76.0,,BU02620107
333271,1014850_2,None,23.0,,BU02620107
333360,M000297,None,76.0,,BU02620108
333365,1014800_1,None,61.0,,BU02620108
333366,1014850_2,None,36.0,,BU02620108
333446,M000297,None,158.0,,BU02620109
333452,1014800_1,None,78.0,,BU02620109
333453,1014850_2,None,20.0,,BU02620109
333543,M000297,None,1610.0,,WK026202
333549,1014800_1,None,76.0,,WK026202
333550,1014850_2,None,23.0,,WK026202
333646,M000297,None,733.0,,BU02620200
333652,1014800_1,None,69.0,,BU02620200
333653,1014850_2,None,31.0,,BU02620200
333743,M000297,None,56.0,,BU02620201
333749,1014800_1,None,95.0,,BU02620201
333750,1014850_2,None,5.0,,BU02620201
333825,M000297,None,127.0,,BU02620205
333831,1014800_1,None,80.0,,BU02620205
333832,1014850_2,None,18.0,,BU02620205
333916,M000297,None,231.0,,BU02620206
333922,1014800_1,None,86.0,,BU02620206
333923,1014850_2,None,12.0,,BU02620206
334008,M000297,None,361.0,,BU02620207
334014,1014800_1,None,81.0,,BU02620207
334015,1014850_2,None,17.0,,BU02620207
334100,M000297,None,81.0,,BU02620208
334106,1014800_1,None,79.0,,BU02620208
334107,1014850_2,None,16.0,,BU02620208
334178,M000297,None,21.0,,BU02620209
334183,1014800_1,None,62.0,,BU02620209
334184,1014850_2,None,38.0,,BU02620209
334250,M000297,None,729.0,,WK026203
334256,1014800_1,None,76.0,,WK026203
334257,1014850_2,None,23.0,,WK026203
334352,M000297,None,415.0,,BU02620300
334358,1014800_1,None,74.0,,BU02620300
334359,1014850_2,None,26.0,,BU02620300
334454,M000297,None,61.0,,BU02620307
334460,1014800_1,None,75.0,,BU02620307
334461,1014850_2,None,21.0,,BU02620307
334542,M000297,None,136.0,,BU02620308
334548,1014800_1,None,85.0,,BU02620308
334549,1014850_2,None,13.0,,BU02620308
334633,M000297,None,117.0,,BU02620309
334639,1014800_1,None,71.0,,BU02620309
334640,1014850_2,None,26.0,,BU02620309
334730,M000297,None,4558.0,,WK026204
334736,1014800_1,None,69.0,,WK026204
334737,1014850_2,None,31.0,,WK026204
334834,M000297,None,1514.0,,BU02620400
334840,1014800_1,None,65.0,,BU02620400
334841,1014850_2,None,34.0,,BU02620400
334938,M000297,None,1507.0,,BU02620401
334944,1014800_1,None,60.0,,BU02620401
334945,1014850_2,None,40.0,,BU02620401
335042,M000297,None,604.0,,BU02620402
335048,1014800_1,None,75.0,,BU02620402
335049,1014850_2,None,25.0,,BU02620402
335138,M000297,None,178.0,,BU02620406
335144,1014800_1,None,81.0,,BU02620406
335145,1014850_2,None,18.0,,BU02620406
335236,M000297,None,197.0,,BU02620407
335242,1014800_1,None,82.0,,BU02620407
335243,1014850_2,None,16.0,,BU02620407
335328,M000297,None,205.0,,BU02620408
335334,1014800_1,None,85.0,,BU02620408
335335,1014850_2,None,14.0,,BU02620408
335425,M000297,None,353.0,,BU02620409
335431,1014800_1,None,86.0,,BU02620409
335432,1014850_2,None,14.0,,BU02620409
335522,M000297,None,1316.0,,WK026205
335528,1014800_1,None,75.0,,WK026205
335529,1014850_2,None,24.0,,WK026205
335618,M000297,None,337.0,,BU02620500
335624,1014800_1,None,73.0,,BU02620500
335625,1014850_2,None,27.0,,BU02620500
335714,M000297,None,354.0,,BU02620501
335720,1014800_1,None,70.0,,BU02620501
335721,1014850_2,None,30.0,,BU02620501
335811,M000297,None,93.0,,BU02620506
335817,1014800_1,None,65.0,,BU02620506
335818,1014850_2,None,32.0,,BU02620506
335899,M000297,None,82.0,,BU02620507
335905,1014800_1,None,80.0,,BU02620507
335906,1014850_2,None,18.0,,BU02620507
335988,M000297,None,333.0,,BU02620508
335994,1014800_1,None,83.0,,BU02620508
335995,1014850_2,None,15.0,,BU02620508
336080,M000297,None,117.0,,BU02620509
336086,1014800_1,None,75.0,,BU02620509
336087,1014850_2,None,23.0,,BU02620509
336177,M000297,None,9531.0,,GM0263
336183,1014800_1,None,66.0,,GM0263
336184,1014850_2,None,33.0,,GM0263
336280,M000297,None,3853.0,,WK026300
336286,1014800_1,None,62.0,,WK026300
336287,1014850_2,None,37.0,,WK026300
336384,M000297,None,2705.0,,BU02630000
336390,1014800_1,None,56.0,,BU02630000
336391,1014850_2,None,42.0,,BU02630000
336490,M000297,None,322.0,,BU02630001
336496,1014800_1,None,75.0,,BU02630001
336497,1014850_2,None,24.0,,BU02630001
336585,M000297,None,64.0,,BU02630002
336591,1014800_1,None,67.0,,BU02630002
336592,1014850_2,None,33.0,,BU02630002
336675,M000297,None,203.0,,BU02630003
336681,1014800_1,None,72.0,,BU02630003
336682,1014850_2,None,28.0,,BU02630003
336770,M000297,None,67.0,,BU02630006
336775,1014800_1,None,78.0,,BU02630006
336776,1014850_2,None,21.0,,BU02630006
336855,M000297,None,224.0,,BU02630007
336861,1014800_1,None,77.0,,BU02630007
336862,1014850_2,None,21.0,,BU02630007
336950,M000297,None,165.0,,BU02630008
336956,1014800_1,None,78.0,,BU02630008
336957,1014850_2,None,22.0,,BU02630008
337040,M000297,None,73.0,,BU02630009
337045,1014800_1,None,74.0,,BU02630009
337046,1014850_2,None,23.0,,BU02630009
337127,M000297,None,30.0,,BU02630010
337132,1014800_1,None,77.0,,BU02630010
337133,1014850_2,None,23.0,,BU02630010
337198,M000297,None,1749.0,,WK026301
337204,1014800_1,None,66.0,,WK026301
337205,1014850_2,None,33.0,,WK026301
337302,M000297,None,1205.0,,BU02630100
337308,1014800_1,None,64.0,,BU02630100
337309,1014850_2,None,35.0,,BU02630100
337399,M000297,None,194.0,,BU02630101
337405,1014800_1,None,61.0,,BU02630101
337406,1014850_2,None,38.0,,BU02630101
337496,M000297,None,111.0,,BU02630102
337502,1014800_1,None,74.0,,BU02630102
337503,1014850_2,None,26.0,,BU02630102
337589,M000297,None,87.0,,BU02630108
337595,1014800_1,None,75.0,,BU02630108
337596,1014850_2,None,25.0,,BU02630108
337681,M000297,None,152.0,,BU02630109
337687,1014800_1,None,83.0,,BU02630109
337688,1014850_2,None,17.0,,BU02630109
337779,M000297,None,1959.0,,WK026302
337785,1014800_1,None,71.0,,WK026302
337786,1014850_2,None,28.0,,WK026302
337883,M000297,None,1796.0,,BU02630200
337889,1014800_1,None,70.0,,BU02630200
337890,1014850_2,None,29.0,,BU02630200
337982,M000297,None,106.0,,BU02630208
337988,1014800_1,None,80.0,,BU02630208
337989,1014850_2,None,17.0,,BU02630208
338075,M000297,None,57.0,,BU02630209
338080,1014800_1,None,74.0,,BU02630209
338081,1014850_2,None,23.0,,BU02630209
338167,M000297,None,547.0,,WK026303
338173,1014800_1,None,63.0,,WK026303
338174,1014850_2,None,36.0,,WK026303
338269,M000297,None,448.0,,BU02630300
338275,1014800_1,None,59.0,,BU02630300
338276,1014850_2,None,41.0,,BU02630300
338368,M000297,None,78.0,,BU02630301
338374,1014800_1,None,85.0,,BU02630301
338375,1014850_2,None,10.0,,BU02630301
338458,M000297,None,21.0,,BU02630309
338463,1014800_1,None,71.0,,BU02630309
338464,1014850_2,None,29.0,,BU02630309
338533,M000297,None,1423.0,,WK026304
338539,1014800_1,None,70.0,,WK026304
338540,1014850_2,None,30.0,,WK026304
338635,M000297,None,928.0,,BU02630400
338641,1014800_1,None,64.0,,BU02630400
338642,1014850_2,None,36.0,,BU02630400
338738,M000297,None,250.0,,BU02630401
338744,1014800_1,None,76.0,,BU02630401
338745,1014850_2,None,23.0,,BU02630401
338833,M000297,None,219.0,,BU02630408
338839,1014800_1,None,88.0,,BU02630408
338840,1014850_2,None,12.0,,BU02630408
338929,M000297,None,26.0,,BU02630409
338934,1014800_1,None,85.0,,BU02630409
338935,1014850_2,None,15.0,,BU02630409
339008,M000297,None,2528.0,,GM0265
339014,1014800_1,None,63.0,,GM0265
339015,1014850_2,None,37.0,,GM0265
339111,M000297,None,2528.0,,WK026500
339117,1014800_1,None,63.0,,WK026500
339118,1014850_2,None,37.0,,WK026500
339215,M000297,None,2488.0,,BU02650000
339221,1014800_1,None,63.0,,BU02650000
339222,1014850_2,None,37.0,,BU02650000
339301,M000297,None,7.0,,BU02650008
339351,M000297,None,33.0,,BU02650009
339356,1014800_1,None,85.0,,BU02650009
339357,1014850_2,None,15.0,,BU02650009
339423,M000297,None,15675.0,,GM0267
339429,1014800_1,None,66.0,,GM0267
339430,1014850_2,None,34.0,,GM0267
339526,M000297,None,10150.0,,WK026701
339532,1014800_1,None,63.0,,WK026701
339533,1014850_2,None,37.0,,WK026701
339624,M000297,None,52.0,,BU02670101
339630,1014800_1,None,50.0,,BU02670101
339631,1014850_2,None,50.0,,BU02670101
339711,M000297,None,1793.0,,BU02670102
339717,1014800_1,None,69.0,,BU02670102
339718,1014850_2,None,31.0,,BU02670102
339815,M000297,None,1050.0,,BU02670103
339821,1014800_1,None,79.0,,BU02670103
339822,1014850_2,None,21.0,,BU02670103
339919,M000297,None,960.0,,BU02670104
339925,1014800_1,None,58.0,,BU02670104
339926,1014850_2,None,40.0,,BU02670104
340023,M000297,None,630.0,,BU02670105
340029,1014800_1,None,51.0,,BU02670105
340030,1014850_2,None,49.0,,BU02670105
340127,M000297,None,479.0,,BU02670106
340133,1014800_1,None,46.0,,BU02670106
340134,1014850_2,None,53.0,,BU02670106
340230,M000297,None,772.0,,BU02670107
340236,1014800_1,None,68.0,,BU02670107
340237,1014850_2,None,32.0,,BU02670107
340332,M000297,None,749.0,,BU02670108
340338,1014800_1,None,53.0,,BU02670108
340339,1014850_2,None,47.0,,BU02670108
340436,M000297,None,789.0,,BU02670109
340442,1014800_1,None,53.0,,BU02670109
340443,1014850_2,None,47.0,,BU02670109
340533,M000297,None,73.0,,BU02670110
340539,1014800_1,None,86.0,,BU02670110
340540,1014850_2,None,14.0,,BU02670110
340632,M000297,None,889.0,,BU02670111
340638,1014800_1,None,68.0,,BU02670111
340639,1014850_2,None,31.0,,BU02670111
340736,M000297,None,521.0,,BU02670112
340742,1014800_1,None,51.0,,BU02670112
340743,1014850_2,None,48.0,,BU02670112
340840,M000297,None,756.0,,BU02670113
340846,1014800_1,None,69.0,,BU02670113
340847,1014850_2,None,31.0,,BU02670113
340942,M000297,None,637.0,,BU02670114
340948,1014800_1,None,59.0,,BU02670114
340949,1014850_2,None,41.0,,BU02670114
341046,M000297,None,500.0,,WK026702
341052,1014800_1,None,77.0,,WK026702
341053,1014850_2,None,21.0,,WK026702
341137,M000297,None,96.0,,BU02670201
341143,1014800_1,None,76.0,,BU02670201
341144,1014850_2,None,23.0,,BU02670201
341229,M000297,None,140.0,,BU02670202
341235,1014800_1,None,75.0,,BU02670202
341236,1014850_2,None,24.0,,BU02670202
341321,M000297,None,204.0,,BU02670203
341327,1014800_1,None,82.0,,BU02670203
341328,1014850_2,None,17.0,,BU02670203
341412,M000297,None,60.0,,BU02670204
341418,1014800_1,None,68.0,,BU02670204
341419,1014850_2,None,22.0,,BU02670204
341506,M000297,None,1250.0,,WK026703
341512,1014800_1,None,65.0,,WK026703
341513,1014850_2,None,34.0,,WK026703
341608,M000297,None,1069.0,,BU02670301
341614,1014800_1,None,63.0,,BU02670301
341615,1014850_2,None,36.0,,BU02670301
341707,M000297,None,181.0,,BU02670302
341713,1014800_1,None,81.0,,BU02670302
341714,1014850_2,None,17.0,,BU02670302
341801,M000297,None,112.0,,WK026704
341807,1014800_1,None,77.0,,WK026704
341808,1014850_2,None,21.0,,WK026704
341890,M000297,None,45.0,,BU02670401
341895,1014800_1,None,73.0,,BU02670401
341896,1014850_2,None,24.0,,BU02670401
341973,M000297,None,67.0,,BU02670402
341979,1014800_1,None,79.0,,BU02670402
341980,1014850_2,None,18.0,,BU02670402
342067,M000297,None,3663.0,,WK026705
342073,1014800_1,None,72.0,,WK026705
342074,1014850_2,None,28.0,,WK026705
342171,M000297,None,1605.0,,BU02670501
342177,1014800_1,None,70.0,,BU02670501
342178,1014850_2,None,30.0,,BU02670501
342275,M000297,None,785.0,,BU02670502
342281,1014800_1,None,76.0,,BU02670502
342282,1014850_2,None,24.0,,BU02670502
342379,M000297,None,655.0,,BU02670503
342385,1014800_1,None,68.0,,BU02670503
342386,1014850_2,None,32.0,,BU02670503
342483,M000297,None,618.0,,BU02670504
342489,1014800_1,None,76.0,,BU02670504
342490,1014850_2,None,24.0,,BU02670504
342587,M000297,None,76518.0,,GM0268
342593,1014800_1,None,39.0,,GM0268
342594,1014850_2,None,58.0,,GM0268
342690,M000297,None,4938.0,,WK026801
342696,1014800_1,None,26.0,,WK026801
342697,1014850_2,None,74.0,,WK026801
342792,M000297,None,1576.0,,BU02680100
342798,1014800_1,None,13.0,,BU02680100
342799,1014850_2,None,87.0,,BU02680100
342894,M000297,None,3362.0,,BU02680101
342900,1014800_1,None,32.0,,BU02680101
342901,1014850_2,None,67.0,,BU02680101
342996,M000297,None,15577.0,,WK026802
343002,1014800_1,None,43.0,,WK026802
343003,1014850_2,None,48.0,,WK026802
343100,M000297,None,1981.0,,BU02680202
343106,1014800_1,None,42.0,,BU02680202
343107,1014850_2,None,58.0,,BU02680202
343204,M000297,None,2956.0,,BU02680203
343210,1014800_1,None,48.0,,BU02680203
343211,1014850_2,None,37.0,,BU02680203
343310,M000297,None,2760.0,,BU02680204
343316,1014800_1,None,50.0,,BU02680204
343317,1014850_2,None,50.0,,BU02680204
343414,M000297,None,1608.0,,BU02680205
343420,1014800_1,None,65.0,,BU02680205
343421,1014850_2,None,35.0,,BU02680205
343519,M000297,None,3452.0,,BU02680206
343525,1014800_1,None,34.0,,BU02680206
343526,1014850_2,None,66.0,,BU02680206
343625,M000297,None,684.0,,BU02680207
343631,1014800_1,None,51.0,,BU02680207
343632,1014850_2,None,46.0,,BU02680207
343729,M000297,None,2039.0,,BU02680208
343735,1014800_1,None,23.0,,BU02680208
343736,1014850_2,None,31.0,,BU02680208
343824,M000297,None,97.0,,BU02680209
343830,1014800_1,None,49.0,,BU02680209
343831,1014850_2,None,51.0,,BU02680209
343923,M000297,None,6319.0,,WK026803
343929,1014800_1,None,31.0,,WK026803
343930,1014850_2,None,68.0,,WK026803
344027,M000297,None,3561.0,,BU02680320
344033,1014800_1,None,28.0,,BU02680320
344034,1014850_2,None,72.0,,BU02680320
344133,M000297,None,2758.0,,BU02680321
344139,1014800_1,None,35.0,,BU02680321
344140,1014850_2,None,63.0,,BU02680321
344239,M000297,None,7765.0,,WK026804
344245,1014800_1,None,40.0,,WK026804
344246,1014850_2,None,60.0,,WK026804
344343,M000297,None,1156.0,,BU02680422
344349,1014800_1,None,60.0,,BU02680422
344350,1014850_2,None,40.0,,BU02680422
344447,M000297,None,3032.0,,BU02680423
344453,1014800_1,None,44.0,,BU02680423
344454,1014850_2,None,54.0,,BU02680423
344553,M000297,None,3534.0,,BU02680424
344559,1014800_1,None,29.0,,BU02680424
344560,1014850_2,None,71.0,,BU02680424
344658,M000297,None,43.0,,BU02680425
344664,1014800_1,None,51.0,,BU02680425
344665,1014850_2,None,49.0,,BU02680425
344750,M000297,None,8725.0,,WK026805
344756,1014800_1,None,43.0,,WK026805
344757,1014850_2,None,55.0,,WK026805
344854,M000297,None,2623.0,,BU02680510
344860,1014800_1,None,28.0,,BU02680510
344861,1014850_2,None,72.0,,BU02680510
344960,M000297,None,2064.0,,BU02680511
344966,1014800_1,None,78.0,,BU02680511
344967,1014850_2,None,22.0,,BU02680511
345064,M000297,None,1058.0,,BU02680512
345070,1014800_1,None,25.0,,BU02680512
345071,1014850_2,None,74.0,,BU02680512
345170,M000297,None,1719.0,,BU02680513
345176,1014800_1,None,51.0,,BU02680513
345177,1014850_2,None,48.0,,BU02680513
345276,M000297,None,1261.0,,BU02680517
345282,1014800_1,None,24.0,,BU02680517
345283,1014850_2,None,68.0,,BU02680517
345380,M000297,None,11459.0,,WK026806
345386,1014800_1,None,32.0,,WK026806
345387,1014850_2,None,63.0,,WK026806
345484,M000297,None,1901.0,,BU02680614
345490,1014800_1,None,50.0,,BU02680614
345491,1014850_2,None,50.0,,BU02680614
345590,M000297,None,2611.0,,BU02680615
345596,1014800_1,None,27.0,,BU02680615
345597,1014850_2,None,73.0,,BU02680615
345696,M000297,None,5235.0,,BU02680616
345702,1014800_1,None,22.0,,BU02680616
345703,1014850_2,None,68.0,,BU02680616
345802,M000297,None,1712.0,,BU02680618
345808,1014800_1,None,50.0,,BU02680618
345809,1014850_2,None,50.0,,BU02680618
345908,M000297,None,10748.0,,WK026807
345914,1014800_1,None,33.0,,WK026807
