Id,Measure,ValueAttribute,Value,StringValue,RegioS
1214508,M000297,None,65.0,,BU17080809
1214514,1014800_1,None,80.0,,BU17080809
1214515,1014850_2,None,18.0,,BU17080809
1214595,M000297,None,312.0,,WK170809
1214601,1014800_1,None,90.0,,WK170809
1214602,1014850_2,None,9.0,,WK170809
1214685,M000297,None,105.0,,BU17080900
1214691,1014800_1,None,86.0,,BU17080900
1214692,1014850_2,None,12.0,,BU17080900
1214775,M000297,None,77.0,,BU17080901
1214781,1014800_1,None,92.0,,BU17080901
1214782,1014850_2,None,8.0,,BU17080901
1214863,M000297,None,60.0,,BU17080906
1214869,1014800_1,None,95.0,,BU17080906
1214870,1014850_2,None,3.0,,BU17080906
1214950,M000297,None,70.0,,BU17080909
1214956,1014800_1,None,90.0,,BU17080909
1214957,1014850_2,None,10.0,,BU17080909
1215038,M000297,None,232.0,,WK170810
1215044,1014800_1,None,82.0,,WK170810
1215045,1014850_2,None,17.0,,WK170810
1215127,M000297,None,232.0,,BU17081000
1215133,1014800_1,None,82.0,,BU17081000
1215134,1014850_2,None,17.0,,BU17081000
1215224,M000297,None,657.0,,WK170811
1215230,1014800_1,None,65.0,,WK170811
1215231,1014850_2,None,35.0,,WK170811
1215326,M000297,None,391.0,,BU17081100
1215332,1014800_1,None,57.0,,BU17081100
1215333,1014850_2,None,42.0,,BU17081100
1215422,M000297,None,160.0,,BU17081102
1215428,1014800_1,None,74.0,,BU17081102
1215429,1014850_2,None,26.0,,BU17081102
1215509,M000297,None,94.0,,BU17081103
1215515,1014800_1,None,81.0,,BU17081103
1215516,1014850_2,None,19.0,,BU17081103
1215590,M000297,None,12.0,,BU17081104
1215644,M000297,None,154.0,,WK170812
1215650,1014800_1,None,84.0,,WK170812
1215651,1014850_2,None,16.0,,WK170812
1215733,M000297,None,107.0,,BU17081200
1215739,1014800_1,None,85.0,,BU17081200
1215740,1014850_2,None,15.0,,BU17081200
1215814,M000297,None,12.0,,BU17081201
1215854,M000297,None,13.0,,BU17081202
1215899,M000297,None,22.0,,BU17081209
1215904,1014800_1,None,73.0,,BU17081209
1215905,1014850_2,None,27.0,,BU17081209
1215966,M000297,None,617.0,,WK170813
1215972,1014800_1,None,65.0,,WK170813
1215973,1014850_2,None,31.0,,WK170813
1216061,M000297,None,490.0,,BU17081300
1216067,1014800_1,None,62.0,,BU17081300
1216068,1014850_2,None,33.0,,BU17081300
1216158,M000297,None,88.0,,BU17081301
1216164,1014800_1,None,66.0,,BU17081301
1216165,1014850_2,None,33.0,,BU17081301
1216246,M000297,None,39.0,,BU17081309
1216252,1014800_1,None,87.0,,BU17081309
1216253,1014850_2,None,10.0,,BU17081309
1216326,M000297,None,560.0,,WK170814
1216332,1014800_1,None,64.0,,WK170814
1216333,1014850_2,None,35.0,,WK170814
1216421,M000297,None,305.0,,BU17081400
1216427,1014800_1,None,48.0,,BU17081400
1216428,1014850_2,None,52.0,,BU17081400
1216516,M000297,None,193.0,,BU17081401
1216522,1014800_1,None,85.0,,BU17081401
1216523,1014850_2,None,15.0,,BU17081401
1216606,M000297,None,37.0,,BU17081408
1216611,1014800_1,None,86.0,,BU17081408
1216612,1014850_2,None,14.0,,BU17081408
1216685,M000297,None,25.0,,BU17081409
1216690,1014800_1,None,80.0,,BU17081409
1216691,1014850_2,None,20.0,,BU17081409
1216751,M000297,None,85.0,,WK170815
1216757,1014800_1,None,84.0,,WK170815
1216758,1014850_2,None,15.0,,WK170815
1216836,M000297,None,75.0,,BU17081500
1216842,1014800_1,None,81.0,,BU17081500
1216843,1014850_2,None,17.0,,BU17081500
1216908,M000297,None,10.0,,BU17081509
1216959,M000297,None,630.0,,WK170816
1216965,1014800_1,None,65.0,,WK170816
1216966,1014850_2,None,34.0,,WK170816
1217054,M000297,None,541.0,,BU17081600
1217060,1014800_1,None,62.0,,BU17081600
1217061,1014850_2,None,37.0,,BU17081600
1217149,M000297,None,44.0,,BU17081608
1217154,1014800_1,None,89.0,,BU17081608
1217155,1014850_2,None,9.0,,BU17081608
1217227,M000297,None,45.0,,BU17081609
1217232,1014800_1,None,82.0,,BU17081609
1217233,1014850_2,None,18.0,,BU17081609
1217311,M000297,None,15812.0,,GM1709
1217317,1014800_1,None,63.0,,GM1709
1217318,1014850_2,None,36.0,,GM1709
1217414,M000297,None,6174.0,,WK170900
1217420,1014800_1,None,62.0,,WK170900
1217421,1014850_2,None,38.0,,WK170900
1217518,M000297,None,1615.0,,BU17090000
1217524,1014800_1,None,49.0,,BU17090000
1217525,1014850_2,None,51.0,,BU17090000
1217622,M000297,None,1302.0,,BU17090001
1217628,1014800_1,None,51.0,,BU17090001
1217629,1014850_2,None,49.0,,BU17090001
1217726,M000297,None,1722.0,,BU17090002
1217732,1014800_1,None,71.0,,BU17090002
1217733,1014850_2,None,29.0,,BU17090002
1217824,M000297,None,138.0,,BU17090003
1217830,1014800_1,None,94.0,,BU17090003
1217831,1014850_2,None,6.0,,BU17090003
1217923,M000297,None,1043.0,,BU17090004
1217929,1014800_1,None,74.0,,BU17090004
1217930,1014850_2,None,26.0,,BU17090004
1218022,M000297,None,19.0,,BU17090005
1218089,M000297,None,196.0,,BU17090006
1218095,1014800_1,None,67.0,,BU17090006
1218096,1014850_2,None,33.0,,BU17090006
1218183,M000297,None,109.0,,BU17090008
1218189,1014800_1,None,87.0,,BU17090008
1218190,1014850_2,None,11.0,,BU17090008
1218273,M000297,None,30.0,,BU17090009
1218278,1014800_1,None,53.0,,BU17090009
1218279,1014850_2,None,23.0,,BU17090009
1218345,M000297,None,691.0,,WK170901
1218351,1014800_1,None,71.0,,WK170901
1218352,1014850_2,None,29.0,,WK170901
1218447,M000297,None,547.0,,BU17090100
1218453,1014800_1,None,68.0,,BU17090100
1218454,1014850_2,None,32.0,,BU17090100
1218550,M000297,None,144.0,,BU17090109
1218556,1014800_1,None,82.0,,BU17090109
1218557,1014850_2,None,17.0,,BU17090109
1218647,M000297,None,341.0,,WK170902
1218653,1014800_1,None,72.0,,WK170902
1218654,1014850_2,None,27.0,,WK170902
1218746,M000297,None,258.0,,BU17090200
1218752,1014800_1,None,67.0,,BU17090200
1218753,1014850_2,None,33.0,,BU17090200
1218841,M000297,None,83.0,,BU17090209
1218847,1014800_1,None,87.0,,BU17090209
1218848,1014850_2,None,11.0,,BU17090209
1218933,M000297,None,2434.0,,WK170903
1218939,1014800_1,None,59.0,,WK170903
1218940,1014850_2,None,41.0,,WK170903
1219037,M000297,None,2271.0,,BU17090300
1219043,1014800_1,None,57.0,,BU17090300
1219044,1014850_2,None,42.0,,BU17090300
1219138,M000297,None,80.0,,BU17090301
1219144,1014800_1,None,81.0,,BU17090301
1219145,1014850_2,None,18.0,,BU17090301
1219231,M000297,None,20.0,,BU17090302
1219236,1014800_1,None,85.0,,BU17090302
1219237,1014850_2,None,15.0,,BU17090302
1219284,M000297,None,1.0,,BU17090303
1219334,M000297,None,62.0,,BU17090309
1219339,1014800_1,None,81.0,,BU17090309
1219340,1014850_2,None,15.0,,BU17090309
1219426,M000297,None,513.0,,WK170904
1219432,1014800_1,None,58.0,,WK170904
1219433,1014850_2,None,42.0,,WK170904
1219527,M000297,None,472.0,,BU17090400
1219533,1014800_1,None,58.0,,BU17090400
1219534,1014850_2,None,42.0,,BU17090400
1219609,M000297,None,7.0,,BU17090401
1219653,M000297,None,34.0,,BU17090409
1219658,1014800_1,None,53.0,,BU17090409
1219659,1014850_2,None,44.0,,BU17090409
1219734,M000297,None,421.0,,WK170905
1219740,1014800_1,None,81.0,,WK170905
1219741,1014850_2,None,19.0,,WK170905
1219835,M000297,None,404.0,,BU17090500
1219841,1014800_1,None,80.0,,BU17090500
1219842,1014850_2,None,19.0,,BU17090500
1219933,M000297,None,17.0,,BU17090509
1219994,M000297,None,894.0,,WK170906
1220000,1014800_1,None,72.0,,WK170906
1220001,1014850_2,None,28.0,,WK170906
1220096,M000297,None,783.0,,BU17090600
1220102,1014800_1,None,69.0,,BU17090600
1220103,1014850_2,None,31.0,,BU17090600
1220194,M000297,None,74.0,,BU17090601
1220200,1014800_1,None,93.0,,BU17090601
1220201,1014850_2,None,7.0,,BU17090601
1220274,M000297,None,37.0,,BU17090609
1220279,1014800_1,None,89.0,,BU17090609
1220280,1014850_2,None,11.0,,BU17090609
1220357,M000297,None,2542.0,,WK170907
1220363,1014800_1,None,63.0,,WK170907
1220364,1014850_2,None,37.0,,WK170907
1220461,M000297,None,2196.0,,BU17090700
1220467,1014800_1,None,58.0,,BU17090700
1220468,1014850_2,None,41.0,,BU17090700
1220560,M000297,None,86.0,,BU17090701
1220566,1014800_1,None,93.0,,BU17090701
1220567,1014850_2,None,7.0,,BU17090701
1220650,M000297,None,59.0,,BU17090702
1220656,1014800_1,None,93.0,,BU17090702
1220657,1014850_2,None,7.0,,BU17090702
1220736,M000297,None,49.0,,BU17090703
1220741,1014800_1,None,76.0,,BU17090703
1220742,1014850_2,None,24.0,,BU17090703
1220809,M000297,None,152.0,,BU17090709
1220815,1014800_1,None,92.0,,BU17090709
1220816,1014850_2,None,7.0,,BU17090709
1220906,M000297,None,395.0,,WK170908
1220912,1014800_1,None,74.0,,WK170908
1220913,1014850_2,None,26.0,,WK170908
1221004,M000297,None,235.0,,BU17090800
1221010,1014800_1,None,64.0,,BU17090800
1221011,1014850_2,None,36.0,,BU17090800
1221103,M000297,None,160.0,,BU17090809
1221109,1014800_1,None,88.0,,BU17090809
1221110,1014850_2,None,12.0,,BU17090809
1221199,M000297,None,1021.0,,WK170909
1221205,1014800_1,None,66.0,,WK170909
1221206,1014850_2,None,34.0,,WK170909
1221296,M000297,None,416.0,,BU17090900
1221302,1014800_1,None,49.0,,BU17090900
1221303,1014850_2,None,51.0,,BU17090900
1221399,M000297,None,332.0,,BU17090901
1221405,1014800_1,None,78.0,,BU17090901
1221406,1014850_2,None,22.0,,BU17090901
1221496,M000297,None,208.0,,BU17090902
1221502,1014800_1,None,76.0,,BU17090902
1221503,1014850_2,None,24.0,,BU17090902
1221590,M000297,None,65.0,,BU17090909
1221596,1014800_1,None,86.0,,BU17090909
1221597,1014850_2,None,14.0,,BU17090909
1221683,M000297,None,386.0,,WK170910
1221689,1014800_1,None,50.0,,WK170910
1221690,1014850_2,None,50.0,,WK170910
1221782,M000297,None,273.0,,BU17091000
1221788,1014800_1,None,33.0,,BU17091000
1221789,1014850_2,None,67.0,,BU17091000
1221868,M000297,None,113.0,,BU17091009
1221874,1014800_1,None,90.0,,BU17091009
1221875,1014850_2,None,10.0,,BU17091009
1221967,M000297,None,14148.0,,GM1711
1221973,1014800_1,None,66.0,,GM1711
1221974,1014850_2,None,34.0,,GM1711
1222070,M000297,None,2722.0,,WK171101
1222076,1014800_1,None,61.0,,WK171101
1222077,1014850_2,None,39.0,,WK171101
1222158,M000297,None,13.0,,BU17110101
1222211,M000297,None,232.0,,BU17110102
1222217,1014800_1,None,78.0,,BU17110102
1222218,1014850_2,None,22.0,,BU17110102
1222312,M000297,None,639.0,,BU17110103
1222318,1014800_1,None,68.0,,BU17110103
1222319,1014850_2,None,32.0,,BU17110103
1222415,M000297,None,428.0,,BU17110104
1222421,1014800_1,None,70.0,,BU17110104
1222422,1014850_2,None,30.0,,BU17110104
1222519,M000297,None,548.0,,BU17110105
1222525,1014800_1,None,63.0,,BU17110105
1222526,1014850_2,None,36.0,,BU17110105
1222623,M000297,None,509.0,,BU17110106
1222629,1014800_1,None,51.0,,BU17110106
1222630,1014850_2,None,49.0,,BU17110106
1222721,M000297,None,34.0,,BU17110107
1222726,1014800_1,None,85.0,,BU17110107
1222727,1014850_2,None,15.0,,BU17110107
1222794,M000297,None,296.0,,BU17110108
1222800,1014800_1,None,28.0,,BU17110108
1222801,1014850_2,None,72.0,,BU17110108
1222886,M000297,None,23.0,,BU17110153
1222891,1014800_1,None,61.0,,BU17110153
1222892,1014850_2,None,39.0,,BU17110153
1222964,M000297,None,363.0,,WK171102
1222970,1014800_1,None,72.0,,WK171102
1222971,1014850_2,None,28.0,,WK171102
1223064,M000297,None,340.0,,BU17110209
1223070,1014800_1,None,72.0,,BU17110209
1223071,1014850_2,None,28.0,,BU17110209
1223149,M000297,None,23.0,,BU17110210
1223154,1014800_1,None,65.0,,BU17110210
1223155,1014850_2,None,35.0,,BU17110210
1223228,M000297,None,491.0,,WK171103
1223234,1014800_1,None,79.0,,WK171103
1223235,1014850_2,None,21.0,,WK171103
1223330,M000297,None,449.0,,BU17110311
1223336,1014800_1,None,80.0,,BU17110311
1223337,1014850_2,None,20.0,,BU17110311
1223428,M000297,None,6.0,,BU17110312
1223480,M000297,None,36.0,,BU17110313
1223485,1014800_1,None,69.0,,BU17110313
1223486,1014850_2,None,31.0,,BU17110313
1223551,M000297,None,662.0,,WK171104
1223557,1014800_1,None,67.0,,WK171104
1223558,1014850_2,None,33.0,,WK171104
1223648,M000297,None,54.0,,BU17110414
1223654,1014800_1,None,83.0,,BU17110414
1223655,1014850_2,None,17.0,,BU17110414
1223719,M000297,None,22.0,,BU17110415
1223724,1014800_1,None,86.0,,BU17110415
1223725,1014850_2,None,14.0,,BU17110415
1223785,M000297,None,38.0,,BU17110416
1223790,1014800_1,None,89.0,,BU17110416
1223791,1014850_2,None,11.0,,BU17110416
1223859,M000297,None,526.0,,BU17110417
1223865,1014800_1,None,62.0,,BU17110417
1223866,1014850_2,None,38.0,,BU17110417
1223947,M000297,None,14.0,,BU17110418
1223988,M000297,None,8.0,,BU17110419
1224022,M000297,None,0.0,,BU17110456
1224068,M000297,None,3541.0,,WK171105
1224074,1014800_1,None,56.0,,WK171105
1224075,1014850_2,None,44.0,,WK171105
1224156,M000297,None,16.0,,BU17110520
1224209,M000297,None,114.0,,BU17110521
1224215,1014800_1,None,86.0,,BU17110521
1224216,1014850_2,None,14.0,,BU17110521
1224289,M000297,None,14.0,,BU17110522
1224355,M000297,None,36.0,,BU17110523
1224360,1014800_1,None,81.0,,BU17110523
1224361,1014850_2,None,19.0,,BU17110523
1224438,M000297,None,1892.0,,BU17110524
1224444,1014800_1,None,53.0,,BU17110524
1224445,1014850_2,None,47.0,,BU17110524
1224544,M000297,None,1341.0,,BU17110525
1224550,1014800_1,None,53.0,,BU17110525
1224551,1014850_2,None,46.0,,BU17110525
1224644,M000297,None,88.0,,BU17110526
1224650,1014800_1,None,85.0,,BU17110526
1224651,1014850_2,None,15.0,,BU17110526
1224718,M000297,None,9.0,,BU17110527
1224753,M000297,None,7.0,,BU17110547
1224788,M000297,None,0.0,,BU17110548
1224817,M000297,None,5.0,,BU17110549
1224851,M000297,None,2.0,,BU17110551
1224884,M000297,None,17.0,,BU17110554
1224924,M000297,None,0.0,,BU17110555
1224970,M000297,None,595.0,,WK171106
1224976,1014800_1,None,78.0,,WK171106
1224977,1014850_2,None,21.0,,WK171106
1225067,M000297,None,172.0,,BU17110628
1225073,1014800_1,None,76.0,,BU17110628
1225074,1014850_2,None,23.0,,BU17110628
1225159,M000297,None,31.0,,BU17110629
1225164,1014800_1,None,81.0,,BU17110629
1225165,1014850_2,None,19.0,,BU17110629
1225225,M000297,None,392.0,,BU17110630
1225231,1014800_1,None,79.0,,BU17110630
1225232,1014850_2,None,21.0,,BU17110630
1225328,M000297,None,2564.0,,WK171107
1225334,1014800_1,None,66.0,,WK171107
1225335,1014850_2,None,34.0,,WK171107
1225426,M000297,None,258.0,,BU17110731
1225432,1014800_1,None,83.0,,BU17110731
1225433,1014850_2,None,17.0,,BU17110731
1225527,M000297,None,1321.0,,BU17110732
1225533,1014800_1,None,63.0,,BU17110732
1225534,1014850_2,None,37.0,,BU17110732
1225631,M000297,None,54.0,,BU17110733
1225636,1014800_1,None,48.0,,BU17110733
1225637,1014850_2,None,48.0,,BU17110733
1225690,M000297,None,2.0,,BU17110734
1225740,M000297,None,929.0,,BU17110735
1225746,1014800_1,None,65.0,,BU17110735
1225747,1014850_2,None,35.0,,BU17110735
1225823,M000297,None,0.0,,BU17110750
1225869,M000297,None,423.0,,WK171108
1225875,1014800_1,None,77.0,,WK171108
1225876,1014850_2,None,23.0,,WK171108
1225962,M000297,None,37.0,,BU17110836
1225967,1014800_1,None,68.0,,BU17110836
1225968,1014850_2,None,30.0,,BU17110836
1226030,M000297,None,386.0,,BU17110837
1226036,1014800_1,None,78.0,,BU17110837
1226037,1014850_2,None,22.0,,BU17110837
1226132,M000297,None,1423.0,,WK171109
1226138,1014800_1,None,76.0,,WK171109
1226139,1014850_2,None,23.0,,WK171109
1226214,M000297,None,7.0,,BU17110938
1226269,M000297,None,751.0,,BU17110939
1226275,1014800_1,None,72.0,,BU17110939
1226276,1014850_2,None,28.0,,BU17110939
1226373,M000297,None,665.0,,BU17110940
1226379,1014800_1,None,82.0,,BU17110940
1226380,1014850_2,None,18.0,,BU17110940
1226477,M000297,None,588.0,,WK171110
1226483,1014800_1,None,80.0,,WK171110
1226484,1014850_2,None,20.0,,WK171110
1226572,M000297,None,533.0,,BU17111041
1226578,1014800_1,None,81.0,,BU17111041
1226579,1014850_2,None,19.0,,BU17111041
1226667,M000297,None,55.0,,BU17111042
1226673,1014800_1,None,67.0,,BU17111042
1226674,1014850_2,None,33.0,,BU17111042
1226761,M000297,None,776.0,,WK171111
1226767,1014800_1,None,73.0,,WK171111
1226768,1014850_2,None,27.0,,WK171111
1226863,M000297,None,702.0,,BU17111143
1226869,1014800_1,None,72.0,,BU17111143
1226870,1014850_2,None,27.0,,BU17111143
1226961,M000297,None,41.0,,BU17111144
1226966,1014800_1,None,68.0,,BU17111144
1226967,1014850_2,None,32.0,,BU17111144
1227014,M000297,None,18.0,,BU17111145
1227056,M000297,None,14.0,,BU17111146
1227096,M000297,None,1.0,,BU17111152
1227144,M000297,None,13611.0,,GM1714
1227150,1014800_1,None,71.0,,GM1714
1227151,1014850_2,None,29.0,,GM1714
1227247,M000297,None,1319.0,,WK171400
1227253,1014800_1,None,66.0,,WK171400
1227254,1014850_2,None,34.0,,WK171400
1227351,M000297,None,1069.0,,BU17140000
1227357,1014800_1,None,61.0,,BU17140000
1227358,1014850_2,None,38.0,,BU17140000
1227437,M000297,None,58.0,,BU17140001
1227443,1014800_1,None,76.0,,BU17140001
1227444,1014850_2,None,24.0,,BU17140001
1227511,M000297,None,192.0,,BU17140009
1227517,1014800_1,None,85.0,,BU17140009
1227518,1014850_2,None,15.0,,BU17140009
1227606,M000297,None,310.0,,WK171401
1227612,1014800_1,None,78.0,,WK171401
1227613,1014850_2,None,21.0,,WK171401
1227699,M000297,None,177.0,,BU17140100
1227705,1014800_1,None,69.0,,BU17140100
1227706,1014850_2,None,30.0,,BU17140100
1227795,M000297,None,133.0,,BU17140109
1227801,1014800_1,None,89.0,,BU17140109
1227802,1014850_2,None,10.0,,BU17140109
1227894,M000297,None,1344.0,,WK171402
1227900,1014800_1,None,68.0,,WK171402
1227901,1014850_2,None,31.0,,WK171402
1227998,M000297,None,1093.0,,BU17140200
1228004,1014800_1,None,63.0,,BU17140200
1228005,1014850_2,None,37.0,,BU17140200
1228096,M000297,None,251.0,,BU17140209
1228102,1014800_1,None,91.0,,BU17140209
1228103,1014850_2,None,9.0,,BU17140209
1228197,M000297,None,437.0,,WK171403
1228203,1014800_1,None,73.0,,WK171403
1228204,1014850_2,None,27.0,,WK171403
1228296,M000297,None,275.0,,BU17140300
1228302,1014800_1,None,65.0,,BU17140300
1228303,1014850_2,None,35.0,,BU17140300
1228391,M000297,None,162.0,,BU17140309
1228397,1014800_1,None,87.0,,BU17140309
1228398,1014850_2,None,12.0,,BU17140309
1228480,M000297,None,108.0,,WK171404
1228486,1014800_1,None,82.0,,WK171404
1228487,1014850_2,None,17.0,,WK171404
1228566,M000297,None,61.0,,BU17140400
1228572,1014800_1,None,84.0,,BU17140400
1228573,1014850_2,None,15.0,,BU17140400
1228645,M000297,None,47.0,,BU17140409
1228650,1014800_1,None,81.0,,BU17140409
1228651,1014850_2,None,19.0,,BU17140409
1228729,M000297,None,2487.0,,WK171405
1228735,1014800_1,None,64.0,,WK171405
1228736,1014850_2,None,36.0,,WK171405
1228833,M000297,None,2319.0,,BU17140500
1228839,1014800_1,None,62.0,,BU17140500
1228840,1014850_2,None,37.0,,BU17140500
1228933,M000297,None,168.0,,BU17140509
1228939,1014800_1,None,89.0,,BU17140509
1228940,1014850_2,None,11.0,,BU17140509
1229024,M000297,None,380.0,,WK171406
1229030,1014800_1,None,85.0,,WK171406
1229031,1014850_2,None,15.0,,WK171406
1229118,M000297,None,281.0,,BU17140600
1229124,1014800_1,None,82.0,,BU17140600
1229125,1014850_2,None,18.0,,BU17140600
1229212,M000297,None,99.0,,BU17140609
1229218,1014800_1,None,92.0,,BU17140609
1229219,1014850_2,None,8.0,,BU17140609
1229296,M000297,None,672.0,,WK171407
1229302,1014800_1,None,71.0,,WK171407
1229303,1014850_2,None,28.0,,WK171407
1229392,M000297,None,328.0,,BU17140700
1229398,1014800_1,None,69.0,,BU17140700
1229399,1014850_2,None,31.0,,BU17140700
1229486,M000297,None,260.0,,BU17140701
1229492,1014800_1,None,74.0,,BU17140701
1229493,1014850_2,None,25.0,,BU17140701
1229581,M000297,None,84.0,,BU17140709
1229587,1014800_1,None,73.0,,BU17140709
1229588,1014850_2,None,27.0,,BU17140709
1229667,M000297,None,312.0,,WK171408
1229673,1014800_1,None,79.0,,WK171408
1229674,1014850_2,None,21.0,,WK171408
1229764,M000297,None,226.0,,BU17140800
1229770,1014800_1,None,78.0,,BU17140800
1229771,1014850_2,None,22.0,,BU17140800
1229849,M000297,None,5.0,,BU17140801
1229898,M000297,None,81.0,,BU17140809
1229904,1014800_1,None,81.0,,BU17140809
1229905,1014850_2,None,19.0,,BU17140809
1229978,M000297,None,630.0,,WK171409
1229984,1014800_1,None,78.0,,WK171409
1229985,1014850_2,None,22.0,,WK171409
1230072,M000297,None,481.0,,BU17140900
1230078,1014800_1,None,75.0,,BU17140900
1230079,1014850_2,None,25.0,,BU17140900
1230167,M000297,None,149.0,,BU17140909
1230173,1014800_1,None,87.0,,BU17140909
1230174,1014850_2,None,11.0,,BU17140909
1230264,M000297,None,2932.0,,WK171410
1230270,1014800_1,None,68.0,,WK171410
1230271,1014850_2,None,32.0,,WK171410
1230368,M000297,None,2396.0,,BU17141000
1230374,1014800_1,None,63.0,,BU17141000
1230375,1014850_2,None,37.0,,BU17141000
1230468,M000297,None,536.0,,BU17141009
1230474,1014800_1,None,93.0,,BU17141009
1230475,1014850_2,None,7.0,,BU17141009
1230559,M000297,None,523.0,,WK171411
1230565,1014800_1,None,78.0,,WK171411
1230566,1014850_2,None,21.0,,WK171411
1230652,M000297,None,329.0,,BU17141100
1230658,1014800_1,None,73.0,,BU17141100
1230659,1014850_2,None,27.0,,BU17141100
1230747,M000297,None,102.0,,BU17141101
1230753,1014800_1,None,88.0,,BU17141101
1230754,1014850_2,None,10.0,,BU17141101
1230830,M000297,None,32.0,,BU17141108
1230835,1014800_1,None,84.0,,BU17141108
1230836,1014850_2,None,16.0,,BU17141108
1230895,M000297,None,60.0,,BU17141109
1230900,1014800_1,None,88.0,,BU17141109
1230901,1014850_2,None,12.0,,BU17141109
1230975,M000297,None,1170.0,,WK171412
1230981,1014800_1,None,76.0,,WK171412
1230982,1014850_2,None,24.0,,WK171412
1231077,M000297,None,894.0,,BU17141200
1231083,1014800_1,None,73.0,,BU17141200
1231084,1014850_2,None,27.0,,BU17141200
1231176,M000297,None,276.0,,BU17141209
1231182,1014800_1,None,88.0,,BU17141209
1231183,1014850_2,None,12.0,,BU17141209
1231273,M000297,None,714.0,,WK171413
1231279,1014800_1,None,75.0,,WK171413
1231280,1014850_2,None,25.0,,WK171413
1231375,M000297,None,637.0,,BU17141300
1231381,1014800_1,None,73.0,,BU17141300
1231382,1014850_2,None,27.0,,BU17141300
1231474,M000297,None,77.0,,BU17141309
1231480,1014800_1,None,91.0,,BU17141309
1231481,1014850_2,None,9.0,,BU17141309
1231561,M000297,None,273.0,,WK171414
1231567,1014800_1,None,79.0,,WK171414
1231568,1014850_2,None,20.0,,WK171414
1231653,M000297,None,143.0,,BU17141400
1231659,1014800_1,None,74.0,,BU17141400
1231660,1014850_2,None,26.0,,BU17141400
1231740,M000297,None,130.0,,BU17141409
1231746,1014800_1,None,85.0,,BU17141409
1231747,1014850_2,None,14.0,,BU17141409
1231835,M000297,None,11156.0,,GM1719
1231841,1014800_1,None,64.0,,GM1719
1231842,1014850_2,None,35.0,,GM1719
1231938,M000297,None,5048.0,,WK171900
1231944,1014800_1,None,64.0,,WK171900
1231945,1014850_2,None,36.0,,WK171900
1232042,M000297,None,4942.0,,BU17190000
1232048,1014800_1,None,64.0,,BU17190000
1232049,1014850_2,None,36.0,,BU17190000
1232132,M000297,None,18.0,,BU17190008
1232183,M000297,None,88.0,,BU17190009
1232189,1014800_1,None,77.0,,BU17190009
1232190,1014850_2,None,23.0,,BU17190009
1232271,M000297,None,217.0,,WK171901
1232277,1014800_1,None,66.0,,WK171901
1232278,1014850_2,None,33.0,,WK171901
1232365,M000297,None,195.0,,BU17190100
1232371,1014800_1,None,66.0,,BU17190100
1232372,1014850_2,None,33.0,,BU17190100
1232445,M000297,None,4.0,,BU17190108
1232479,M000297,None,18.0,,BU17190109
1232535,M000297,None,2602.0,,WK171902
1232541,1014800_1,None,63.0,,WK171902
1232542,1014850_2,None,36.0,,WK171902
1232639,M000297,None,2476.0,,BU17190200
1232645,1014800_1,None,62.0,,BU17190200
1232646,1014850_2,None,38.0,,BU17190200
1232739,M000297,None,77.0,,BU17190208
1232745,1014800_1,None,83.0,,BU17190208
1232746,1014850_2,None,17.0,,BU17190208
1232832,M000297,None,49.0,,BU17190209
1232837,1014800_1,None,92.0,,BU17190209
1232838,1014850_2,None,6.0,,BU17190209
1232919,M000297,None,854.0,,WK171903
1232925,1014800_1,None,72.0,,WK171903
1232926,1014850_2,None,28.0,,WK171903
1233021,M000297,None,748.0,,BU17190300
1233027,1014800_1,None,71.0,,BU17190300
1233028,1014850_2,None,29.0,,BU17190300
1233119,M000297,None,106.0,,BU17190309
1233125,1014800_1,None,80.0,,BU17190309
1233126,1014850_2,None,19.0,,BU17190309
1233216,M000297,None,1710.0,,WK171904
1233222,1014800_1,None,61.0,,WK171904
1233223,1014850_2,None,39.0,,WK171904
1233318,M000297,None,1601.0,,BU17190400
1233324,1014800_1,None,59.0,,BU17190400
1233325,1014850_2,None,41.0,,BU17190400
1233416,M000297,None,44.0,,BU17190401
1233421,1014800_1,None,98.0,,BU17190401
1233422,1014850_2,None,2.0,,BU17190401
1233487,M000297,None,65.0,,BU17190409
1233492,1014800_1,None,80.0,,BU17190409
1233493,1014850_2,None,20.0,,BU17190409
1233577,M000297,None,725.0,,WK171905
1233583,1014800_1,None,70.0,,WK171905
1233584,1014850_2,None,30.0,,WK171905
1233679,M000297,None,552.0,,BU17190500
1233685,1014800_1,None,67.0,,BU17190500
1233686,1014850_2,None,33.0,,BU17190500
1233778,M000297,None,104.0,,BU17190501
1233784,1014800_1,None,80.0,,BU17190501
1233785,1014850_2,None,19.0,,BU17190501
1233868,M000297,None,30.0,,BU17190508
1233873,1014800_1,None,83.0,,BU17190508
1233874,1014850_2,None,17.0,,BU17190508
1233934,M000297,None,39.0,,BU17190509
1233939,1014800_1,None,82.0,,BU17190509
1233940,1014850_2,None,18.0,,BU17190509
1234017,M000297,None,11368.0,,GM1721
1234023,1014800_1,None,70.0,,GM1721
1234024,1014850_2,None,29.0,,GM1721
1234120,M000297,None,589.0,,WK172101
1234126,1014800_1,None,77.0,,WK172101
1234127,1014850_2,None,23.0,,WK172101
1234222,M000297,None,589.0,,BU17210100
1234228,1014800_1,None,77.0,,BU17210100
1234229,1014850_2,None,23.0,,BU17210100
1234326,M000297,None,5044.0,,WK172102
